run_name,tomo-align_software,tomo-fiducial_alignment_status,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_series_quality
dga2018-08-29-295,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-296,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-297,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-298,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-299,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-300,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-301,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-302,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-303,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-304,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-305,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-306,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-307,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-308,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-309,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-310,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-311,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-312,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-313,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-314,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-315,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-316,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-317,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-318,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-319,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-320,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-321,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-322,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-323,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-324,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-325,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-326,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-327,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-328,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-329,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-330,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-331,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-332,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-333,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-334,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-335,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-336,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-337,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-338,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-339,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-340,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-341,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-342,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-343,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-344,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-345,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-346,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-347,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-348,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-349,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-350,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-351,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-352,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-353,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-354,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-355,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-356,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-357,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-359,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-360,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-361,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-362,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-363,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-364,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-365,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-366,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-367,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-368,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-369,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-370,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-371,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-372,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-373,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-374,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-375,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-376,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-377,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-378,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-379,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-380,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-381,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-382,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-383,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-384,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-385,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-386,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-387,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-388,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-389,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-390,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-391,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-392,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-393,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-394,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-395,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-396,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-397,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-398,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-399,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-400,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-401,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-402,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-403,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-404,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-405,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-406,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-407,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-408,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-409,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-411,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-412,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-413,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-414,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-415,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-416,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-417,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-418,RAPTOR,FIDUCIAL,WBP,IMOD,10.4,RAPTOR,
dga2018-08-29-189,,NON_FIDUCIAL,,,,,1
dga2018-08-29-226,,NON_FIDUCIAL,,,,,1
