run_name,tilt_series_max_angle,tilt_series_quality_score,tomo-align_software,tomo-fiducial_alignment_status,tomo-processing_software,tomo-reconstruction_method,tomo-reconstruction_software,tomo-voxel_spacing,ts-tilt_alignment_software,ts-tilt_range-max,ts-tilt_series_quality
mka2020-10-08-431,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-432,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-433,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-434,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-435,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-436,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-437,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-438,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-439,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-440,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-441,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-442,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-443,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-444,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-445,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-446,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-447,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-448,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-449,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-451,60.0,1.0,,NON_FIDUCIAL,,,,,,60.0,1
mka2020-10-08-452,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-453,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-454,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-455,60.0,4.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,60.0,4
mka2020-10-08-38,57.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,57.0,3
mka2020-10-08-82,57.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,57.0,3
mka2020-10-08-161,57.0,3.0,RAPTOR,FIDUCIAL,IMOD,WBP,IMOD,18.064,RAPTOR,57.0,3
mka2020-10-08-226,57.0,1.0,,NON_FIDUCIAL,,,,,,57.0,1
mka2020-10-08-450,57.0,1.0,,NON_FIDUCIAL,,,,,,57.0,1
mka2020-10-08-285,54.0,1.0,,NON_FIDUCIAL,,,,,,54.0,1
